id_doc,titre,texte,langue,date_publication,source_nom,id_type_donnee,type_donnee,date_collecte,format,humeur_label,humeur_score,valence,emotion,territoire_code_insee,territoire_commune,territoire_departement,territoire_region,annotation_status,annotation_date,annotator_id,annotation_keywords_yake,annotation_entities_spacy,annotation_polarity,annotation_intensity,annotation_summary
71,"Face à CNews, France Télévisions et Radio France portent la riposte sur le terrain judiciaire","Les deux entreprises de l’audiovisuel public ont saisi le tribunal de commerce pour « dénigrement », après la campagne menée par les médias du groupe Bolloré lors de la divulgation, en septembre, de la vidéo des journalistes Thomas Legrand et Patrick Cohen avec des représentants du Parti socialiste.",fr,2025-11-18 19:35:39.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.0003152691419412414"", ""0.0005320541823066006"", ""0.0032610119837787367"", ""0.0032610119837787367"", ""0.0032610119837787367"", ""0.003917546799371481"", ""0.005484890844946624"", ""0.005484890844946624"", ""0.005484890844946624"", ""0.005484890844946624""]","[{""text"": ""Bolloré"", ""label"": ""ORG"", ""start"": 150, ""end"": 157}, {""text"": ""Thomas Legrand"", ""label"": ""PER"", ""start"": 225, ""end"": 239}, {""text"": ""Patrick Cohen"", ""label"": ""PER"", ""start"": 243, ""end"": 256}, {""text"": ""Parti socialiste"", ""label"": ""ORG"", ""start"": 283, ""end"": 299}]",neutre,0.1,"Keywords: 0.0003152691419412414, 0.0005320541823066006, 0.0032610119837787367, 0.0032610119837787367, 0.0032610119837787367 | Entities: Bolloré (ORG), Thomas Legrand (PER), Patrick Cohen (PER), Parti socialiste (ORG)"
67,"EN DIRECT, Liban : au moins treize morts dans une frappe israélienne sur un camp de réfugiés palestiniens","Le ministère libanais de la santé a fait état, mardi soir, de onze morts dans une frappe israélienne sur un véhicule dans un camp de réfugiés palestiniens du sud du Liban, tandis que l’armée israélienne dit avoir frappé un camp d’entraînement du mouvement islamiste palestinien Hamas.",fr,2025-11-18 19:24:47.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.0013077615263519693"", ""0.00342397584903797"", ""0.00342397584903797"", ""0.007115565058387045"", ""0.008246287641323687"", ""0.0094457434840446"", ""0.012310517328459421"", ""0.018414409524239835"", ""0.018414409524239835"", ""0.018414409524239835""]","[{""text"": ""Liban"", ""label"": ""LOC"", ""start"": 165, ""end"": 170}, {""text"": ""Hamas"", ""label"": ""ORG"", ""start"": 278, ""end"": 283}]",neutre,0.1,"Keywords: 0.0013077615263519693, 0.00342397584903797, 0.00342397584903797, 0.007115565058387045, 0.008246287641323687 | Entities: Liban (LOC), Hamas (ORG)"
15,"Futur avion de combat européen  : Emmanuel Macron évoque une ""obligation de résultat"" au côté du chancelier allemand","Lancé en 2017 comme symbole de la coopération de défense entre Berlin et Paris, avant d'être rejoint par l'Espagne, ce projet peine à décoller à cause de divergences entre les entreprises impliquées.",fr,2025-11-18 19:22:17.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.003186830720042235"", ""0.007743432063478832"", ""0.00899321792126428"", ""0.00899321792126428"", ""0.013527995261974615"", ""0.013527995261974615"", ""0.013527995261974615"", ""0.013527995261974615"", ""0.013527995261974615"", ""0.013527995261974615""]","[{""text"": ""Berlin"", ""label"": ""LOC"", ""start"": 63, ""end"": 69}, {""text"": ""Paris"", ""label"": ""LOC"", ""start"": 73, ""end"": 78}, {""text"": ""l'Espagne"", ""label"": ""LOC"", ""start"": 105, ""end"": 114}]",neutre,0.1,"Keywords: 0.003186830720042235, 0.007743432063478832, 0.00899321792126428, 0.00899321792126428, 0.013527995261974615 | Entities: Berlin (LOC), Paris (LOC), l'Espagne (LOC)"
18,"La vente de la Pascaline, machine à calculer inventée par Blaise Pascal, est suspendue",Des scientifiques et chercheurs avaient exprimé une incompréhension face à cette vente et entamé une action en justice.,fr,2025-11-18 19:14:51.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.015380821171891606"", ""0.02570861714399338"", ""0.02570861714399338"", ""0.02570861714399338"", ""0.02570861714399338"", ""0.02570861714399338"", ""0.02570861714399338"", ""0.09568045026443411"", ""0.15831692877998726"", ""0.15831692877998726""]",[],neutre,0.1,"Keywords: 0.015380821171891606, 0.02570861714399338, 0.02570861714399338, 0.02570861714399338, 0.02570861714399338"
42,"Un homme, entre 50 et 69 ans, Parisien, cadre… Voici le portrait-robot du « super-riche » français","Les Français les plus riches sont plus souvent cadres ou indépendants, vivent en couple sans enfant et cumulent revenus importants, biens immobiliers, assurance vie, placements et patrimoine professionnel",fr,2025-11-18 19:12:39.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.0025258761156662004"", ""0.009239332327148086"", ""0.015380821171891606"", ""0.015380821171891606"", ""0.015380821171891606"", ""0.015380821171891606"", ""0.015380821171891606"", ""0.02570861714399338"", ""0.02570861714399338"", ""0.02570861714399338""]","[{""text"": ""Français"", ""label"": ""LOC"", ""start"": 4, ""end"": 12}]",neutre,0.1,"Keywords: 0.0025258761156662004, 0.009239332327148086, 0.015380821171891606, 0.015380821171891606, 0.015380821171891606 | Entities: Français (LOC)"
45,Edouard Philippe persiste et signe sur le départ anticipé d’Emmanuel Macron,"Au Salon des maires à Paris, Edouard Philippe a réitéré sa volonté de voir Emmanuel Macron partir de manière anticipée",fr,2025-11-18 19:09:47.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.0012089197967110022"", ""0.0012089197967110022"", ""0.004925103769790319"", ""0.007444681613352736"", ""0.009108237309423345"", ""0.013797198203993007"", ""0.013797198203993007"", ""0.013797198203993007"", ""0.013797198203993007"", ""0.015380821171891606""]","[{""text"": ""Salon des maires à Paris"", ""label"": ""ORG"", ""start"": 3, ""end"": 27}, {""text"": ""Edouard Philippe"", ""label"": ""PER"", ""start"": 29, ""end"": 45}, {""text"": ""Emmanuel Macron"", ""label"": ""PER"", ""start"": 75, ""end"": 90}]",neutre,0.1,"Keywords: 0.0012089197967110022, 0.0012089197967110022, 0.004925103769790319, 0.007444681613352736, 0.009108237309423345 | Entities: Salon des maires à Paris (ORG), Edouard Philippe (PER), Emmanuel Macron (PER)"
6,"Le groupe Nestlé peut continuer à commercialiser ses eaux Perrier sous l'appellation ""eau minérale naturelle"", tranche la justice","Le tribunal de Nanterre avait été saisi au printemps par l'UFC-Que choisir, qui demandait une ""interdiction de commercialisation"" et ""la cessation des tromperies"".",fr,2025-11-18 19:07:11.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.009239332327148086"", ""0.013797198203993007"", ""0.015380821171891606"", ""0.02570861714399338"", ""0.04491197687864554"", ""0.08596317751626563"", ""0.09568045026443411"", ""0.09568045026443411"", ""0.09568045026443411"", ""0.15831692877998726""]","[{""text"": ""tribunal de Nanterre"", ""label"": ""MISC"", ""start"": 3, ""end"": 23}, {""text"": ""UFC"", ""label"": ""ORG"", ""start"": 59, ""end"": 62}]",neutre,0.1,"Keywords: 0.009239332327148086, 0.013797198203993007, 0.015380821171891606, 0.02570861714399338, 0.04491197687864554 | Entities: tribunal de Nanterre (MISC), UFC (ORG)"
70,Meta remporte une victoire majeure et ne devra pas vendre WhatsApp ni Instagram,Un juge américain a estimé mardi que l’autorité de la concurrence américaine n’avait pas réussi à prouver la situation de « monopole » du groupe de Mark Zuckerberg.,fr,2025-11-18 19:05:33.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.0016012214736657916"", ""0.003186830720042235"", ""0.007743432063478832"", ""0.013527995261974615"", ""0.013527995261974615"", ""0.013527995261974615"", ""0.013527995261974615"", ""0.013527995261974615"", ""0.013527995261974615"", ""0.013527995261974615""]","[{""text"": ""Mark Zuckerberg"", ""label"": ""PER"", ""start"": 148, ""end"": 163}]",neutre,0.1,"Keywords: 0.0016012214736657916, 0.003186830720042235, 0.007743432063478832, 0.013527995261974615, 0.013527995261974615 | Entities: Mark Zuckerberg (PER)"
29,"Narcobanditisme : ""Une quinzaine de magistrats menacés sont sous protection rapprochée"", selon le porte-parole du ministère de la Justice","Sacha Straub-Kahn indique que certains magistrats sont protégés de façon ""structurelle"" et d'autres ""de façon temporaire"" car menacés par des gens sur lesquels ils enquêtent.",fr,2025-11-18 18:47:22.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.0025258761156662004"", ""0.015380821171891606"", ""0.02570861714399338"", ""0.02570861714399338"", ""0.04491197687864554"", ""0.09568045026443411"", ""0.09568045026443411"", ""0.09568045026443411"", ""0.09568045026443411"", ""0.15831692877998726""]","[{""text"": ""Sacha Straub-Kahn"", ""label"": ""PER"", ""start"": 0, ""end"": 17}]",neutre,0.1,"Keywords: 0.0025258761156662004, 0.015380821171891606, 0.02570861714399338, 0.02570861714399338, 0.04491197687864554 | Entities: Sacha Straub-Kahn (PER)"
5,"Narcotrafic : ""Acheter de la cocaïne"", c'est ""être complice"", estime Emmanuel Macron","Le président de la République a convoqué une réunion, mardi à l'Elysée, entre les ministres concernés et les acteurs de la lutte contre le narcotrafic.",fr,2025-11-18 18:45:20.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.009239332327148086"", ""0.013797198203993007"", ""0.015380821171891606"", ""0.02570861714399338"", ""0.08596317751626563"", ""0.09568045026443411"", ""0.09568045026443411"", ""0.09568045026443411"", ""0.09568045026443411"", ""0.15831692877998726""]","[{""text"": ""président de la République"", ""label"": ""PER"", ""start"": 3, ""end"": 29}, {""text"": ""l'Elysée"", ""label"": ""LOC"", ""start"": 62, ""end"": 70}]",neutre,0.1,"Keywords: 0.009239332327148086, 0.013797198203993007, 0.015380821171891606, 0.02570861714399338, 0.08596317751626563 | Entities: président de la République (PER), l'Elysée (LOC)"
32,"""Eau minérale naturelle"" Perrier : l'UFC-Que Choisir dénonce ""une décision qui n'est pas à la hauteur""","L'association de consommateurs exprime sa colère après que la justice a autorisé la poursuite de la commercialisation des eaux Perrier sous l'appellation ""eau minérale naturelle"".",fr,2025-11-18 18:35:54.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.0007033879598307785"", ""0.005157590407455398"", ""0.007743432063478832"", ""0.00899321792126428"", ""0.00899321792126428"", ""0.00899321792126428"", ""0.013527995261974615"", ""0.013527995261974615"", ""0.013527995261974615"", ""0.013527995261974615""]","[{""text"": ""Perrier"", ""label"": ""LOC"", ""start"": 127, ""end"": 134}]",negative,0.04,"Keywords: 0.0007033879598307785, 0.005157590407455398, 0.007743432063478832, 0.00899321792126428, 0.00899321792126428 | Entities: Perrier (LOC)"
37,A quel prix la Grèce rembourse-t-elle les milliards prêtés par la France ?,"Alors que la Grèce a connu en 2010 une grave crise, qui l’a conduite à solliciter l’aide du FMI et de l’UE, ses finances publiques ont été redressées au prix d’une forte austérité, souligne Joëlle Dalègre, spécialiste du pays méditerranéen",fr,2025-11-18 18:34:21.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.000477348531910374"", ""0.0025258761156662004"", ""0.0042542192213185686"", ""0.004925103769790319"", ""0.008293207122436794"", ""0.013797198203993007"", ""0.013797198203993007"", ""0.015380821171891606"", ""0.015380821171891606"", ""0.015380821171891606""]","[{""text"": ""Grèce"", ""label"": ""LOC"", ""start"": 13, ""end"": 18}, {""text"": ""FMI"", ""label"": ""ORG"", ""start"": 92, ""end"": 95}, {""text"": ""UE"", ""label"": ""ORG"", ""start"": 104, ""end"": 106}, {""text"": ""Joëlle Dalègre"", ""label"": ""PER"", ""start"": 190, ""end"": 204}]",negative,0.026,"Keywords: 0.000477348531910374, 0.0025258761156662004, 0.0042542192213185686, 0.004925103769790319, 0.008293207122436794 | Entities: Grèce (LOC), FMI (ORG), UE (ORG), Joëlle Dalègre (PER)"
39,Guerre en Ukraine : Le Kremlin reproche à la France d'« alimenter » la guerre et des saboteurs en fuite,"« 20 Minutes » fait le point pour vous tous les soirs sur le conflit en Ukraine. Ce mardi, le Kremlin a (mal) réagi à l’accord « historique » sur les Rafale entre la France et Kiev",fr,2025-11-18 18:32:22.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.008334116283452563"", ""0.03625524040669144"", ""0.039371721392896894"", ""0.05572221155747183"", ""0.08446611338711053"", ""0.14832923246533666"", ""0.14832923246533666"", ""0.14832923246533666"", ""0.17008796978057666"", ""0.17881754828257995""]","[{""text"": ""Ukraine"", ""label"": ""LOC"", ""start"": 72, ""end"": 79}, {""text"": ""Kremlin"", ""label"": ""LOC"", ""start"": 94, ""end"": 101}, {""text"": ""Rafale"", ""label"": ""ORG"", ""start"": 150, ""end"": 156}, {""text"": ""la France"", ""label"": ""LOC"", ""start"": 163, ""end"": 172}, {""text"": ""Kiev"", ""label"": ""LOC"", ""start"": 176, ""end"": 180}]",neutre,0.1,"Keywords: 0.008334116283452563, 0.03625524040669144, 0.039371721392896894, 0.05572221155747183, 0.08446611338711053 | Entities: Ukraine (LOC), Kremlin (LOC), Rafale (ORG), la France (LOC), Kiev (LOC)"
28,Onze ex-ministres étrillent les propositions de Sébastien Lecornu sur les agences régionales de santé,"Vendredi, le Premier ministre s'est déclaré favorable à une ""réforme profonde"" des ARS, bras armé de l'Etat en région pour faire appliquer la politique de santé, et a prôné des transferts de compétences au profit des préfets et des départements.",fr,2025-11-18 18:25:00.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.0008990471097494833"", ""0.0008990471097494833"", ""0.00470688094720815"", ""0.0065920978564317735"", ""0.0065920978564317735"", ""0.009239332327148086"", ""0.009239332327148086"", ""0.009239332327148086"", ""0.009239332327148086"", ""0.009239332327148086""]","[{""text"": ""Vendredi"", ""label"": ""LOC"", ""start"": 0, ""end"": 8}, {""text"": ""Premier ministre"", ""label"": ""MISC"", ""start"": 13, ""end"": 29}, {""text"": ""ARS"", ""label"": ""LOC"", ""start"": 83, ""end"": 86}, {""text"": ""Etat"", ""label"": ""LOC"", ""start"": 103, ""end"": 107}]",positive,0.025,"Keywords: 0.0008990471097494833, 0.0008990471097494833, 0.00470688094720815, 0.0065920978564317735, 0.0065920978564317735 | Entities: Vendredi (LOC), Premier ministre (MISC), ARS (LOC), Etat (LOC)"
27,"Le Sénat adopte le projet de loi contre la fraude sociale et fiscale, la gauche s'inquiète d'une ""stigmatisation"" des chômeurs",Le texte est désormais entre les mains des députés. Le gouvernement espère tirer de ce plan plus de deux milliards d'euros dès 2026.,fr,2025-11-18 18:20:25.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.02541909697430123"", ""0.12363091320521931"", ""0.1829003496708144"", ""0.2005079697193566"", ""0.2005079697193566"", ""0.2766850298235749"", ""0.2766850298235749"", ""0.2766850298235749"", ""0.46553351027698087"", ""0.46553351027698087""]",[],neutre,0.1,"Keywords: 0.02541909697430123, 0.12363091320521931, 0.1829003496708144, 0.2005079697193566, 0.2005079697193566"
40,Seine-et-Marne : Le rappeur Zola interpellé pour séquestration et violences avec arme sur un fan,Un fan avait voulu le prendre en photo à son domicile et aurait été séquestré et torturé pendant deux heures,fr,2025-11-18 18:07:06.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.02570861714399338"", ""0.02570861714399338"", ""0.02570861714399338"", ""0.02570861714399338"", ""0.02570861714399338"", ""0.02570861714399338"", ""0.09568045026443411"", ""0.15831692877998726"", ""0.15831692877998726"", ""0.15831692877998726""]",[],neutre,0.1,"Keywords: 0.02570861714399338, 0.02570861714399338, 0.02570861714399338, 0.02570861714399338, 0.02570861714399338"
31,Assassinat de Mehdi Kessaci : l'enquête est transférée à la juridiction nationale de lutte contre la criminalité organisée à Paris,"Le parquet de Marseille s'est rapidement orienté vers la piste d'un ""assassinat d'avertissement"" visant le frère de la victime, Amine Kessaci, un militant écologiste engagé dans la lutte contre le narcotrafic.",fr,2025-11-18 18:04:34.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.0009123104856698896"", ""0.0016012214736657916"", ""0.0016012214736657916"", ""0.0022865299808362567"", ""0.005987543063120938"", ""0.007743432063478832"", ""0.007743432063478832"", ""0.00899321792126428"", ""0.00899321792126428"", ""0.013527995261974615""]","[{""text"": ""Marseille"", ""label"": ""LOC"", ""start"": 14, ""end"": 23}, {""text"": ""Amine Kessaci"", ""label"": ""PER"", ""start"": 128, ""end"": 141}]",neutre,0.1,"Keywords: 0.0009123104856698896, 0.0016012214736657916, 0.0016012214736657916, 0.0022865299808362567, 0.005987543063120938 | Entities: Marseille (LOC), Amine Kessaci (PER)"
35,« Notre histoire de France » : Sonia Rolland se « sent légitime à incarner un visage de la France et son histoire »,"Sonia Rolland est la nouvelle narratrice de la série documentaire historique de France 2, « Notre histoire de France »",fr,2025-11-18 18:01:06.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.002477776488322723"", ""0.005397282357123909"", ""0.005397282357123909"", ""0.006481566517462578"", ""0.018034246898548233"", ""0.018034246898548233"", ""0.018034246898548233"", ""0.020166922273307443"", ""0.07197839425549828"", ""0.08946888050496495""]","[{""text"": ""Sonia Rolland"", ""label"": ""PER"", ""start"": 0, ""end"": 13}, {""text"": ""de France"", ""label"": ""LOC"", ""start"": 77, ""end"": 86}, {""text"": ""de France"", ""label"": ""LOC"", ""start"": 107, ""end"": 116}]",neutre,0.1,"Keywords: 0.002477776488322723, 0.005397282357123909, 0.005397282357123909, 0.006481566517462578, 0.018034246898548233 | Entities: Sonia Rolland (PER), de France (LOC), de France (LOC)"
22,Le rappeur Zola placé en garde à vue pour séquestration et violence avec arme,"Les faits ont eu lieu au début du mois en Seine-et-Marne, où réside le rappeur.",fr,2025-11-18 18:00:27.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.04940384002065631"", ""0.09700399286574239"", ""0.15831692877998726"", ""0.29736558256021506"", ""0.29736558256021506"", ""0.29736558256021506""]","[{""text"": ""Seine-et-Marne"", ""label"": ""LOC"", ""start"": 42, ""end"": 56}]",neutre,0.1,"Keywords: 0.04940384002065631, 0.09700399286574239, 0.15831692877998726, 0.29736558256021506, 0.29736558256021506 | Entities: Seine-et-Marne (LOC)"
17,"INFO FRANCETV. ""Paiements retrouvés"" : les premiers résultats de l'enquête interne d'Engie sur les éventuels liens entre Rachida Dati et GDF Suez","Cette procédure confirme des révélations de ""Complément d'enquête"" et du ""Nouvel Obs"" sur des documents exclusifs faisant apparaître que Rachida Dati a perçu 299 000 euros de la part d’un cabinet d’avocats auquel GDF Suez avait versé la même somme. Elle était alors eurodéputée et prenait des positions jugées favorables au secteur gazier. Elle a toujours nié avoir le groupe comme client dans ses activités d’avocate.",fr,2025-11-18 18:00:15.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.0034930855772298953"", ""0.004737258569048452"", ""0.004737258569048452"", ""0.0064583528173228115"", ""0.0064583528173228115"", ""0.006617494767424653"", ""0.009006135945833575"", ""0.013298450721193376"", ""0.013298450721193376"", ""0.013298450721193376""]","[{""text"": ""Nouvel Obs"", ""label"": ""ORG"", ""start"": 74, ""end"": 84}, {""text"": ""Rachida Dati"", ""label"": ""PER"", ""start"": 137, ""end"": 149}, {""text"": ""GDF Suez"", ""label"": ""ORG"", ""start"": 213, ""end"": 221}]",positive,0.016,"Keywords: 0.0034930855772298953, 0.004737258569048452, 0.004737258569048452, 0.0064583528173228115, 0.0064583528173228115 | Entities: Nouvel Obs (ORG), Rachida Dati (PER), GDF Suez (ORG)"
75,"Margaret Atwood : « Les romanciers n’en savent pas plus que les autres sur la nature humaine. Souvent, ils en savent même moins »","La célèbre écrivaine canadienne, autrice de « La Servante écarlate », vient de publier ses Mémoires, sous le titre « Le Livre des vies ». Elle s’est confiée au « Monde des livres », avant de fêter, ce soir mardi 18 novembre, ses 86 ans au Théâtre de la Ville, à Paris.",fr,2025-11-18 18:00:05.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.0020747688614240795"", ""0.0071748897108262445"", ""0.007672965118671909"", ""0.014389202303302871"", ""0.014389202303302871"", ""0.019943734631056753"", ""0.04739147315355362"", ""0.05445383620746992"", ""0.06216845928449582"", ""0.07022526316306506""]","[{""text"": ""La Servante"", ""label"": ""MISC"", ""start"": 46, ""end"": 57}, {""text"": ""Mémoires"", ""label"": ""MISC"", ""start"": 91, ""end"": 99}, {""text"": ""Le Livre des vies »"", ""label"": ""MISC"", ""start"": 117, ""end"": 136}, {""text"": ""Monde"", ""label"": ""ORG"", ""start"": 162, ""end"": 167}, {""text"": ""Théâtre de la Ville"", ""label"": ""LOC"", ""start"": 239, ""end"": 258}, {""text"": ""Paris"", ""label"": ""LOC"", ""start"": 262, ""end"": 267}]",neutre,0.1,"Keywords: 0.0020747688614240795, 0.0071748897108262445, 0.007672965118671909, 0.014389202303302871, 0.014389202303302871 | Entities: La Servante (MISC), Mémoires (MISC), Le Livre des vies » (MISC), Monde (ORG), Théâtre de la Ville (LOC)"
